location_id,AddressNumber,StreetNamePreDirectional,StreetNamePreType,StreetName,StreetNamePostType,StreetNamePostDirectional,county,address_1,address_2,city,state,zip,state_abbr,location_source_value,latitude,longitude,geometry,Nominatim_address
36788,2246,South,,10th,Street,,Montgomery County,2246 S 10Th St,,Independence,Kansas,67301,KS,"2246 S 10TH ST, INDEPENDENCE, KS 67301",37.194474193012034,-95.72093807532814,POINT (-95.72093807532814 37.19447419301203),"2246,South  10th Street , Independence, Montgomery County, Kansas, 67301, United States"
36805,8506,East,,Central,Avenue,,Sedgwick County,8506 E Central Ave,,Wichita,Kansas,67206,KS,"8506 E CENTRAL AVE, WICHITA, KS 67206",37.69524511079292,-97.238193236993,POINT (-97.238193236993 37.69524511079292),"8506,East  Central Avenue , Wichita, Sedgwick County, Kansas, 67206, United States"
36837,635,Southwest,,Clay,Street,,Shawnee County,635 Sw Clay St,,Topeka,Kansas,66606,KS,"635 SW CLAY ST, TOPEKA, KS 66606",39.05454624916608,-95.68853309328684,POINT (-95.68853309328684 39.05454624916608),"635,Southwest  Clay Street , Topeka, Shawnee County, Kansas, 66606, United States"
24750,1006,South,,Jackson,,,Stevens County,1006 S Jackson,,Hugoton,Kansas,67951,KS,"1006 S JACKSON, HUGOTON, KS 67951",37.1711117400001,-101.3491863,POINT (-101.3491863 37.1711117400001),"1006,South  Jackson  , Hugoton, Stevens County, Kansas, 67951, United States"
16762,1126,,,Main,Street,,Breathitt County,1126 Main Street,,Jackson,Kentucky,41339,KY,"1126 Main Street, Jackson, Kentucky 41339",37.553175,-83.38545,POINT (-83.38545000000001 37.553175),"1126,  Main Street , Jackson, Breathitt County, Kentucky, 41339, United States"
36858,48,,,Needmore,Street,,Boone County,48 Needmore St,,Walton,Kentucky,41094,KY,"48 NEEDMORE ST, WALTON, KY 41094",38.85923845666999,-84.61565070480147,POINT (-84.61565070480147 38.85923845666999),"48,  Needmore Street , Walton, Boone County, Kentucky, 41094, United States"
36875,1400,,,Mary Ingles,Highway,,Campbell County,1400 Mary Ingles Hwy,,Melbourne,Kentucky,41059,KY,"1400 MARY INGLES HWY, MELBOURNE, KY 41059",39.02945047215261,-84.36175141817532,POINT (-84.36175141817532 39.02945047215261),"1400,  Mary Ingles Highway , Melbourne, Campbell County, Kentucky, 41059, United States"
37014,3025,,,Old Railroad,Lane,,Todd County,3025 Old Railroad Ln,,Guthrie,Kentucky,42234,KY,"3025 OLD RAILROAD LN, GUTHRIE, KY 42234",36.73898821774991,-87.16747883997981,POINT (-87.16747883997981 36.73898821774991),"3025,  Old Railroad Lane , Guthrie, Todd County, Kentucky, 42234, United States"
36855,15420,,Highway,66,,,Bell County,15420 Hwy 66,,Beverly,Kentucky,40913,KY,"15420 HWY 66, BEVERLY, KY 40913",36.93311355212865,-83.5494105005553,POINT (-83.5494105005553 36.93311355212865),"15420, Highway 66  , Beverly, Bell County, Kentucky, 40913, United States"
27363,6421,West,Highway,146,,,Oldham County,6421 W Highway 146,,Crestwood,Kentucky,40014,KY,"6421 W Highway 146, Crestwood, KY 40014",38.32979299996379,-85.46673399960328,POINT (-85.46673399960328 38.32979299996379),"6421,West Highway 146  , Crestwood, Oldham County, Kentucky, 40014, United States"
24850,1,,,Audubon Plaza,Drive,,Jefferson County,1 Audubon Plaza Drive,,Louisville,Kentucky,40217,KY,"1 AUDUBON PLAZA DRIVE, LOUISVILLE, KY 40217",38.2151274,-85.72281365,POINT (-85.72281365000001 38.2151274),"1,  Audubon Plaza Drive , Louisville, Jefferson County, Kentucky, 40217, United States"
16447,22023,,,Main,Street,,Leslie County,22023 Main Street,,Hyden,Kentucky,41749,KY,"22023 Main Street, Hyden, Kentucky 41749",37.162173,-83.374164,POINT (-83.37416399999999 37.162173),"22023,  Main Street , Hyden, Leslie County, Kentucky, 41749, United States"
17326,101,North,,Main,Street,,Owen County,101 North Main Street,,Owenton,Kentucky,40359,KY,"101 North Main Street, Owenton, Kentucky 40359",38.535938,-84.836057,POINT (-84.836057 38.535938),"101,North  Main Street , Owenton, Owen County, Kentucky, 40359, United States"
39758,8151,,State Hwy,194,,East,Pike County,8151 State Hwy 194 E,,Kimper,Kentucky,41539,KY,"8151 STATE HWY 194 E, KIMPER, KY 41539",37.51642381279663,-82.36266932828987,POINT (-82.36266932828987 37.51642381279663),"8151, State Hwy 194  East, Kimper, Pike County, Kentucky, 41539, United States"
28570,124,,,Audobon,Court,,Greenup County,124 Audobon Ct,,Russell,Kentucky,41169,KY,"124 Audobon Ct, Russell, KY 41169",38.51621100007037,-82.6920069998759,POINT (-82.6920069998759 38.51621100007037),"124,  Audobon Court , Russell, Greenup County, Kentucky, 41169, United States"
36971,1939,,,Magazine,Street,,Jefferson County,1939 Magazine St,,Louisville,Kentucky,40203,KY,"1939 MAGAZINE ST, LOUISVILLE, KY 40203",38.23377146913718,-85.78770731205182,POINT (-85.78770731205182 38.23377146913718),"1939,  Magazine Street , Louisville, Jefferson County, Kentucky, 40203, United States"
24902,145,,,Newcomb,Avenue,,Rockcastle County,145 Newcomb Avenue,,Mount Vernon,Kentucky,40456,KY,"145 NEWCOMB AVENUE, MOUNT VERNON, KY 40456",37.3579643200001,-84.3359033199999,POINT (-84.3359033199999 37.3579643200001),"145,  Newcomb Avenue , Mount Vernon, Rockcastle County, Kentucky, 40456, United States"
30880,5022,,,Joyner,Road,,Worcester County,5022 Joyner Rd,,Snow Hill,Maryland,21863,MD,"5022 JOYNER RD, SNOW HILL, MD 21863",38.16978606234876,-75.37580579439813,POINT (-75.37580579439813 38.16978606234876),"5022,  Joyner Road , Snow Hill, Worcester County, Maryland, 21863, United States"
22835,6275,,,Old Washington,Road,,Howard County,6275 Old Washington Road,,Elkridge,Maryland,21075,MD,"6275 Old Washington Road, Elkridge, MD 21075",39.2059579587008,-76.7248472162081,POINT (-76.7248472162081 39.2059579587008),"6275,  Old Washington Road , Elkridge, Howard County, Maryland, 21075, United States"
37049,913,,,Cedar Park,Road,,Anne Arundel County,913 Cedar Park Rd,,Annapolis,Maryland,21401,MD,"913 CEDAR PARK RD, ANNAPOLIS, MD 21401",38.98116116119471,-76.50766765737508,POINT (-76.50766765737508 38.98116116119471),"913,  Cedar Park Road , Annapolis, Anne Arundel County, Maryland, 21401, United States"
22769,16304,,,Clarysville,Road,Southwest,Allegany County,16304 Clarysville Road Southwest,,Frostburg,Maryland,21532,MD,"16304 Clarysville Road Southwest, Frostburg, MD 21532",39.64202172494292,-78.88649104412382,POINT (-78.88649104412382 39.64202172494292),"16304,  Clarysville Road Southwest, Frostburg, Allegany County, Maryland, 21532, United States"
37171,128,,,Saint Marys Church,Road,,Harford County,128 Saint Marys Church Rd,,Abingdon,Maryland,21009,MD,"128 SAINT MARYS CHURCH RD, ABINGDON, MD 21009",39.49006180428269,-76.31376946177443,POINT (-76.31376946177443 39.49006180428269),"128,  Saint Marys Church Road , Abingdon, Harford County, Maryland, 21009, United States"
30855,13400,,,Dille,Drive,,Prince George's County,13400 Dille Dr,,Upper Marlboro,Maryland,20772,MD,"13400 DILLE DR, UPPER MARLBORO, MD 20772",38.823876887923234,-76.77501647695298,POINT (-76.77501647695298 38.82387688792323),"13400,  Dille Drive , Upper Marlboro, Prince George's County, Maryland, 20772, United States"
16003,1216,,,Arcola,Avenue,,Montgomery County,1216 Arcola Ave,,Silver Spring,Maryland,20902,MD,"1216 ARCOLA AVE, SILVER SPRING, MD 20902",39.04240393900005,-77.03056640799996,POINT (-77.03056640799996 39.04240393900005),"1216,  Arcola Avenue , Silver Spring, Montgomery County, Maryland, 20902, United States"
29198,12244,,,Rockville,Pike,,Montgomery County,12244 Rockville Pike,,Rockville,Maryland,20852,MD,"12244 Rockville Pike, Rockville, MD 20852",39.05642700013745,-77.11969899990541,POINT (-77.11969899990541 39.05642700013745),"12244,  Rockville Pike , Rockville, Montgomery County, Maryland, 20852, United States"
22751,2212,,,Seneca,Road,,Baltimore County,2212 Seneca Road,,Essex,Maryland,21221,MD,"2212 Seneca Road, Essex, MD 21221",39.29524489977828,-76.40502780052181,POINT (-76.40502780052181 39.29524489977828),"2212,  Seneca Road , Essex, Baltimore County, Maryland, 21221, United States"
37086,2425,,,Old Ct,Road,,Baltimore County,2425 Old Ct Rd,,Baltimore,Maryland,21208,MD,"2425 OLD CT RD, BALTIMORE, MD 21208",39.392784568769706,-76.67645420558965,POINT (-76.67645420558965 39.39278456876971),"2425,  Old Ct Road , Baltimore, Baltimore County, Maryland, 21208, United States"
24955,7503,,,Surratts,Road,,Prince George's County,7503 Surratts Road,,Clinton,Maryland,20735,MD,"7503 SURRATTS ROAD, CLINTON, MD 20735",38.7481365400001,-76.87583187,POINT (-76.87583187 38.7481365400001),"7503,  Surratts Road , Clinton, Prince George's County, Maryland, 20735, United States"
15238,6602,,,Park Heights,Avenue,,Baltimore County,6602 Park Heights Avenue,,Baltimore,Maryland,21215,MD,"6602 PARK HEIGHTS AVENUE, BALTIMORE, MD 21215",39.36120528100003,-76.69936846099993,POINT (-76.69936846099993 39.36120528100003),"6602,  Park Heights Avenue , Baltimore, Baltimore County, Maryland, 21215, United States"
38620,501,North,,Athol,Avenue,,Baltimore County,501 N Athol Avenue,,Baltimore,Maryland,21229,MD,"501 N ATHOL AVENUE, BALTIMORE, MD 21229",39.29136833874374,-76.68804710895998,POINT (-76.68804710895998 39.29136833874374),"501,North  Athol Avenue , Baltimore, Baltimore County, Maryland, 21229, United States"
22679,4979,West,,Airport,Drive,,Chippewa County,4979 West Airport Drive,,Kincheloe,Michigan,49788,MI,"4979 West Airport Drive, Kincheloe, MI 49788",46.25839902541441,-84.46831081236108,POINT (-84.46831081236108 46.25839902541441),"4979,West  Airport Drive , Kincheloe, Chippewa County, Michigan, 49788, United States"
39121,2433,,,Gertrude,Street,,Kalamazoo County,2433 Gertrude St,,Kalamazoo,Michigan,49048,MI,"2433 GERTRUDE ST, KALAMAZOO, MI 49048",42.30763354312682,-85.54940714097698,POINT (-85.54940714097698 42.30763354312682),"2433,  Gertrude Street , Kalamazoo, Kalamazoo County, Michigan, 49048, United States"
25077,1215,East,,Michigan,Avenue,,Ingham County,1215 E Michigan Ave,,"Sparrow Hospital, Lansing",Michigan,48912,MI,"1215 E MICHIGAN AVE, 8W SPARROW HOSPITAL, LANSING, MI 48912",42.7341945200001,-84.53596262,POINT (-84.53596262000001 42.7341945200001),"1215,East  Michigan Avenue , Sparrow Hospital, Lansing, Ingham County, Michigan, 48912, United States"
22668,5425,West,,Maple,Road,,Oakland County,5425 West Maple Road,,West Bloomfield,Michigan,48322,MI,"5425 West Maple Road, West Bloomfield, MI 48322",42.54286571010263,-83.34778953067789,POINT (-83.34778953067789 42.54286571010263),"5425,West  Maple Road , West Bloomfield, Oakland County, Michigan, 48322, United States"
39956,9026,,,Woodward,Avenue,,Wayne County,9026 Woodward Ave,,Detroit,Michigan,48202,MI,"9026 WOODWARD AVE, DETROIT, MI 48202",42.38268826084427,-83.08072943915079,POINT (-83.08072943915079 42.38268826084427),"9026,  Woodward Avenue , Detroit, Wayne County, Michigan, 48202, United States"
21149,9780,,,Jason,Road,,Clinton County,9780 Jason Road,,Laingsburg,Michigan,48848,MI,"9780 Jason Road, Laingsburg, MI 48848",42.91296911402327,-84.36735798172992,POINT (-84.36735798172992 42.91296911402327),"9780,  Jason Road , Laingsburg, Clinton County, Michigan, 48848, United States"
21362,796,East,,White Lake,Drive,,Muskegon County,796 East White Lake Drive,,Twin Lake,Michigan,49457,MI,"796 East White Lake Drive, Twin Lake, MI 49457",43.38314472408198,-86.22077961463293,POINT (-86.22077961463293 43.38314472408198),"796,East  White Lake Drive , Twin Lake, Muskegon County, Michigan, 49457, United States"
39970,1500,,,Scotten,Street,,Wayne County,1500 Scotten St,,Detroit,Michigan,48209,MI,"1500 SCOTTEN ST, DETROIT, MI 48209",42.31891290394414,-83.09136606523991,POINT (-83.09136606523991 42.31891290394414),"1500,  Scotten Street , Detroit, Wayne County, Michigan, 48209, United States"
13325,4150,,,Administration,Drive,,Berrien County,4150 Administration Drive,ROOM 136,Berrien Springs,Michigan,49104,MI,"4150 ADMINISTRATION DRIVE, ROOM 136, BERRIEN SPRINGS, MI 49104",41.96244900000004,-86.35704499999997,POINT (-86.35704499999997 41.96244900000004),"4150,  Administration Drive , Berrien Springs, Berrien County, Michigan, 49104, United States"
21269,9091,,,1st,Street,,Berrien County,9091 1St Street,,Baroda,Michigan,49101,MI,"9091 1st Street, Baroda, MI 49101",41.95417132283495,-86.48536083298126,POINT (-86.48536083298126 41.95417132283495),"9091,  1st Street , Baroda, Berrien County, Michigan, 49101, United States"
13397,16250,,,Northland,Drive,,Oakland County,16250 Northland Drive,SUITE 205,Southfield,Michigan,48075,MI,"16250 NORTHLAND DRIVE, SUITE 205, SOUTHFIELD, MI 48075",42.44632684200008,-83.21061697799996,POINT (-83.21061697799996 42.44632684200008),"16250,  Northland Drive , Southfield, Oakland County, Michigan, 48075, United States"
31115,43565,,,Elizabeth,Road,,Macomb County,43565 Elizabeth Rd,,Mount Clemens,Michigan,48043,MI,"43565 ELIZABETH RD, MOUNT CLEMENS, MI 48043",42.61726652573269,-82.88876034093838,POINT (-82.88876034093838 42.61726652573269),"43565,  Elizabeth Road , Mount Clemens, Macomb County, Michigan, 48043, United States"
15254,3900,,,State Street,Road,,Bay County,3900 State Street Road,STE 200,Bay City,Michigan,48706,MI,"3900 STATE STREET ROAD STE 200, BAY CITY, MI 48706",43.62603570200008,-83.89691208899995,POINT (-83.89691208899995 43.62603570200008),"3900,  State Street Road , Bay City, Bay County, Michigan, 48706, United States"
25246,750,East,,34th,Street,,St. Louis County,750 East 34Th Street,,Hibbing,Minnesota,55746,MN,"750 EAST 34TH STREET, HIBBING, MN 55746",47.4088370600001,-92.92989836,POINT (-92.92989836 47.4088370600001),"750,East  34th Street , Hibbing, St. Louis County, Minnesota, 55746, United States"
40220,1209,South,,Broadway,,,Brown County,1209 South Broadway,,New Ulm,Minnesota,56073,MN,"1209 SOUTH BROADWAY, NEW ULM, MN 56073",44.2998198092182,-94.44666416615776,POINT (-94.44666416615776 44.2998198092182),"1209,South  Broadway  , New Ulm, Brown County, Minnesota, 56073, United States"
15082,201,,,Eighth,Avenue,South,Stearns County,201 Eighth Ave S,,Saint Cloud,Minnesota,56301,MN,"201 EIGHTH AVE S, SAINT CLOUD, MN 56301",45.55769097000008,-94.15936690299998,POINT (-94.15936690299998 45.55769097000008),"201,  Eighth Avenue South, Saint Cloud, Stearns County, Minnesota, 56301, United States"
32805,1000,,,University,Drive,Southwest,Waseca County,1000 University Drive Southwest,,Waseca,Minnesota,56093,MN,"1000 UNIVERSITY DRIVE SOUTHWEST, WASECA, MN 56093",44.07039093282821,-93.5172682462876,POINT (-93.5172682462876 44.07039093282821),"1000,  University Drive Southwest, Waseca, Waseca County, Minnesota, 56093, United States"
15077,901,South,,8th,Street,,Clay County,901 S 8Th St,,Moorhead,Minnesota,56562,MN,"901 S 8TH ST, MOORHEAD, MN 56562",46.86549588000002,-96.77070677499997,POINT (-96.77070677499997 46.86549588000002),"901,South  8th Street , Moorhead, Clay County, Minnesota, 56562, United States"
37374,15353,,,Silver Eagle,Drive,Northwest,Cass County,15353 Silver Eagle Dr Nw,,Bena,Minnesota,56626,MN,"15353 SILVER EAGLE DR NW, BENA, MN 56626",47.36142556825183,-94.30732801496386,POINT (-94.30732801496386 47.36142556825183),"15353,  Silver Eagle Drive Northwest, Bena, Cass County, Minnesota, 56626, United States"
16594,513,,,Main,Street,,Martin County,513 Main Street,,Ormsby,Minnesota,56162,MN,"513 Main Street, Ormsby, Minnesota 56162",43.848123,-94.698941,POINT (-94.698941 43.848123),"513,  Main Street , Ormsby, Martin County, Minnesota, 56162, United States"
30336,303,East,,3rd,Street,,Redwood County,303 East 3Rd Street,,Redwood Falls,Minnesota,56283,MN,"303 EAST 3RD STREET, REDWOOD FALLS, MN 56283",44.5401107724337,-95.11542740105844,POINT (-95.11542740105844 44.5401107724337),"303,East  3rd Street , Redwood Falls, Redwood County, Minnesota, 56283, United States"
15080,2004,,,Randolph,Avenue,,Ramsey County,2004 Randolph Ave,,Saint Paul,Minnesota,55105,MN,"2004 RANDOLPH AVE, SAINT PAUL, MN 55105",44.92507695800002,-93.18223468499998,POINT (-93.18223468499998 44.92507695800002),"2004,  Randolph Avenue , Saint Paul, Ramsey County, Minnesota, 55105, United States"
37859,301,,,3rd,Street,Northwest,Mower County,301 3Rd St Nw,,Austin,Minnesota,55912,MN,"301 3RD ST NW, AUSTIN, MN 55912",43.66896660277218,-92.97914408467108,POINT (-92.97914408467108 43.66896660277218),"301,  3rd Street Northwest, Austin, Mower County, Minnesota, 55912, United States"
32862,213,,,1st,Avenue,Southeast,Morrison County,213 1St Avenue Southeast,,Little Falls,Minnesota,56345,MN,"213 1ST AVENUE SOUTHEAST, LITTLE FALLS, MN 56345",45.97570486856321,-94.35966247078292,POINT (-94.35966247078292 45.97570486856321),"213,  1st Avenue Southeast, Little Falls, Morrison County, Minnesota, 56345, United States"
15474,2101,,,15th,Avenue,Northwest,Kandiyohi County,2101 15Th Ave Nw,,Willmar,Minnesota,56201,MN,"2101 15TH AVE NW, WILLMAR, MN 56201",45.13832012200003,-95.07305356399996,POINT (-95.07305356399996 45.13832012200003),"2101,  15th Avenue Northwest, Willmar, Kandiyohi County, Minnesota, 56201, United States"
24442,425,,,7th,Street,Northwest,Cass County,425 7Th St Nw,,Cass Lake,Minnesota,56633,MN,"425 7TH ST NW, CASS LAKE, MN 56633",47.38446543,-94.60854792,POINT (-94.60854792000001 47.38446543),"425,  7th Street Northwest, Cass Lake, Cass County, Minnesota, 56633, United States"
25379,500,Northwest,,68th,Street,,Clay County,500 Nw 68Th Street,,Kansas City,Missouri,64118,MO,"500 NW 68TH STREET, KANSAS CITY, MO 64118",39.21928776,-94.5872691599999,POINT (-94.58726915999991 39.21928776),"500,Northwest  68th Street , Kansas City, Clay County, Missouri, 64118, United States"
39910,2801,,,Oakland,Avenue,,St. Louis County,2801 Oakland Ave,,Maplewood,Missouri,63143,MO,"2801 OAKLAND AVE, MAPLEWOOD, MO 63143",38.61182784409076,-90.32658867684628,POINT (-90.32658867684628 38.61182784409076),"2801,  Oakland Avenue , Maplewood, St. Louis County, Missouri, 63143, United States"
25407,5325,,,Faraon,Street,,Buchanan County,5325 Faraon Street,,St. Joseph,Missouri,64506,MO,"5325 FARAON STREET, ST. JOSEPH, MO 64506",39.7732177,-94.7710178999999,POINT (-94.7710178999999 39.7732177),"5325,  Faraon Street , St. Joseph, Buchanan County, Missouri, 64506, United States"
38378,765,North,,Sappington,Road,,St. Louis County,765 N Sappington Rd,,Kirkwood,Missouri,63122,MO,"765 N SAPPINGTON RD, KIRKWOOD, MO 63122",38.59491243893705,-90.38715383531006,POINT (-90.38715383531006 38.59491243893705),"765,North  Sappington Road , Kirkwood, St. Louis County, Missouri, 63122, United States"
39974,502,South,,5th,Street,,Henry County,502 S 5Th Street,,Clinton,Missouri,64735,MO,"502 S 5TH STREET, CLINTON, MO 64735",38.365024319075765,-93.7688680941283,POINT (-93.76886809412829 38.36502431907576),"502,South  5th Street , Clinton, Henry County, Missouri, 64735, United States"
14969,1834,South,,Glenstone,,,Greene County,1834 S Glenstone,,Springfield,Missouri,65804,MO,"1834 S GLENSTONE, SPRINGFIELD, MO 65804",37.18047911900004,-93.26140467899997,POINT (-93.26140467899997 37.18047911900004),"1834,South  Glenstone  , Springfield, Greene County, Missouri, 65804, United States"
29932,106,East,,Main,Street,,Osage County,106 East Main Street,,Linn,Missouri,65051,MO,"106 EAST MAIN STREET, LINN, MO 65051",38.486208702572384,-91.85261582430432,POINT (-91.85261582430432 38.48620870257238),"106,East  Main Street , Linn, Osage County, Missouri, 65051, United States"
37377,300,,,Lanning,Lane,,Phelps County,300 Lanning Ln,,Rolla,Missouri,65401,MO,"300 LANNING LN, ROLLA, MO 65401",37.9323254476872,-91.77300685260865,POINT (-91.77300685260865 37.9323254476872),"300,  Lanning Lane , Rolla, Phelps County, Missouri, 65401, United States"
38408,801,South,State Rte,53,,,Dunklin County,801 S State Rte 53,,Campbell,Missouri,63933,MO,"801 S STATE RTE 53, CAMPBELL, MO 63933",36.4911988578979,-90.06627875184122,POINT (-90.06627875184122 36.4911988578979),"801,South State Rte 53  , Campbell, Dunklin County, Missouri, 63933, United States"
25402,3050,East,,Riverbluff,Boulevard,,Greene County,3050 E Riverbluff Boulevard,,Ozark,Missouri,65721,MO,"3050 E RIVERBLUFF BOULEVARD, OZARK, MO 65721",37.0989533900001,-93.2347419499999,POINT (-93.2347419499999 37.0989533900001),"3050,East  Riverbluff Boulevard , Ozark, Greene County, Missouri, 65721, United States"
14815,4415,,,Warwick,Boulevard,,Jackson County,4415 Warwick Blvd,,Kansas City,Missouri,64111,MO,"4415 WARWICK BLVD, KANSAS CITY, MO 64111",39.046353217000046,-94.58359352599994,POINT (-94.58359352599994 39.04635321700005),"4415,  Warwick Boulevard , Kansas City, Jackson County, Missouri, 64111, United States"
29940,372,,State Highway,Jj,,,Randolph County,372 State Highway Jj,,Huntsville,Missouri,65259,MO,"372 STATE HIGHWAY JJ, HUNTSVILLE, MO 65259",39.433523389833454,-92.53225176871968,POINT (-92.53225176871968 39.43352338983345),"372, State Highway Jj  , Huntsville, Randolph County, Missouri, 65259, United States"
16118,3201,West,,16th,Street,,Pettis County,3201 W 16Th Street,,Sedalia,Missouri,65301,MO,"3201 W 16TH STREET, SEDALIA, MO 65301",38.69642289700004,-93.26802803799994,POINT (-93.26802803799994 38.69642289700004),"3201,West  16th Street , Sedalia, Pettis County, Missouri, 65301, United States"
13713,113,,,Marketridge,Drive,,Madison County,113 Marketridge Drive,,Ridgeland,Mississippi,39157,MS,"113 MARKETRIDGE DRIVE, RIDGELAND, MS 39157",32.402516411000065,-90.17819637399998,POINT (-90.17819637399998 32.40251641100006),"113,  Marketridge Drive , Ridgeland, Madison County, Mississippi, 39157, United States"
25320,206,,,Bay,Avenue,,Perry County,206 Bay Avenue,,Richton,Mississippi,39476,MS,"206 BAY AVENUE, RICHTON, MS 39476",31.34633998,-88.93772537,POINT (-88.93772537 31.34633998),"206,  Bay Avenue , Richton, Perry County, Mississippi, 39476, United States"
16109,800,,Highway,1,,South,Washington County,800 Hwy 1 S,STE A,Greenville,Mississippi,38703,MS,"800 HWY 1 S, STE A, GREENVILLE, MS 38703",33.39858300000003,-91.03196299999996,POINT (-91.03196299999996 33.39858300000003),"800, Highway 1  South, Greenville, Washington County, Mississippi, 38703, United States"
29287,1080,,,Frontage,Drive,West,Stone County,1080 Frontage Dr W,,Wiggins,Mississippi,39577,MS,"1080 Frontage Dr W, Wiggins, MS 39577",30.84870899998372,-89.15312100043924,POINT (-89.15312100043924 30.84870899998372),"1080,  Frontage Drive West, Wiggins, Stone County, Mississippi, 39577, United States"
29209,481,,Highway,90,,,Hancock County,481 Highway 90,,Waveland,Mississippi,39576,MS,"481 Highway 90, Waveland, MS 39576",30.304035000082973,-89.38302699998721,POINT (-89.38302699998721 30.30403500008297),"481, Highway 90  , Waveland, Hancock County, Mississippi, 39576, United States"
25326,,,,13th,Street,,Harrison County,13Th Street,3RD FLOOR,Gulfport,Mississippi,39501,MS,"13TH STREET, 3RD FLOOR, GULFPORT, MS 39501",30.36996901,-89.11611762,POINT (-89.11611762 30.36996901),"nan,  13th Street , Gulfport, Harrison County, Mississippi, 39501, United States"
25303,1026,North,,Flowood,Drive,,Rankin County,1026 North Flowood Drive,,Flowood,Mississippi,39232,MS,"1026 NORTH FLOWOOD DRIVE, FLOWOOD, MS 39232",32.32965119,-90.10133418,POINT (-90.10133417999999 32.32965119),"1026,North  Flowood Drive , Flowood, Rankin County, Mississippi, 39232, United States"
25287,870,,,Main,Street,,Jefferson County,870 Main Street,,Fayette,Mississippi,39069,MS,"870 MAIN STREET, FAYETTE, MS 39069",31.7049905800001,-91.0680515,POINT (-91.0680515 31.7049905800001),"870,  Main Street , Fayette, Jefferson County, Mississippi, 39069, United States"
25289,14365,,Highway,16,,West,Kemper County,14365 Highway 16 West,,Dekalb,Mississippi,39328,MS,"14365 HIGHWAY 16 WEST, DEKALB, MS 39328",32.7778222900001,-88.67962197,POINT (-88.67962197 32.7778222900001),"14365, Highway 16  West, Dekalb, Kemper County, Mississippi, 39328, United States"
25319,347,,,Magnolia,Drive,,Smith County,347 Magnolia Drive,,Raleigh,Mississippi,39153,MS,"347 MAGNOLIA DRIVE, RALEIGH, MS 39153",32.0001398700001,-89.51948724,POINT (-89.51948724 32.0001398700001),"347,  Magnolia Drive , Raleigh, Smith County, Mississippi, 39153, United States"
16110,1512,,,Kemper,Street,,Kemper County,1512 Kemper Street,,Scooba,Mississippi,39358,MS,"1512 KEMPER STREET, SCOOBA, MS 39358",32.83024592000004,-88.48351640599998,POINT (-88.48351640599998 32.83024592000004),"1512,  Kemper Street , Scooba, Kemper County, Mississippi, 39358, United States"
25325,317,,Highway,13,,South,Scott County,317 Highway 13 South,,Morton,Mississippi,39117,MS,"317 HIGHWAY 13 SOUTH, MORTON, MS 39117",32.3440967400001,-89.6725712099999,POINT (-89.6725712099999 32.3440967400001),"317, Highway 13  South, Morton, Scott County, Mississippi, 39117, United States"
25290,427,,Highway,51,,North,Lincoln County,427 Highway 51 North,,Brookhaven,Mississippi,39601,MS,"427 HIGHWAY 51 NORTH, BROOKHAVEN, MS 39601",31.5891630900001,-90.4578179599999,POINT (-90.4578179599999 31.5891630900001),"427, Highway 51  North, Brookhaven, Lincoln County, Mississippi, 39601, United States"
18547,490,West,,Reseve,Drive,,Flathead County,490 West Reseve Drive,,Kalispell,Montana,59901,MT,"490 WEST RESEVE DRIVE, Kalispell, Montana 59901",48.1979410000001,-114.31678,POINT (-114.31678 48.1979410000001),"490,West  Reseve Drive , Kalispell, Flathead County, Montana, 59901, United States"
6919,136,,,Ring Loop,Road,,Lincoln County,136 Ring Loop Rd,,Troy,Montana,59935,MT,"136 RING LOOP RD, TROY, MT 59935",48.40913700023359,-115.82578899991783,POINT (-115.8257889999178 48.40913700023359),"136,  Ring Loop Road , Troy, Lincoln County, Montana, 59935, United States"
38621,4,,,Luther Roscoe,Road,,Carbon County,4 Luther Roscoe Rd,,Luther,Montana,59068,MT,"4 LUTHER ROSCOE RD, LUTHER, MT 59068",45.28461926079919,-109.42490464334784,POINT (-109.4249046433478 45.28461926079919),"4,  Luther Roscoe Road , Luther, Carbon County, Montana, 59068, United States"
4901,2771,,,Ancabide,Lane,,Missoula County,2771 Ancabide Ln,,Missoula,Montana,59803,MT,"2771 ANCABIDE LN, MISSOULA, MT 59803",46.81843400029621,-114.04494499957876,POINT (-114.0449449995788 46.81843400029621),"2771,  Ancabide Lane , Missoula, Missoula County, Montana, 59803, United States"
6988,571,,,Paul Web,Road,,Blaine County,571 Paul Web Rd,,Dodson,Montana,59524,MT,"571 PAUL WEB RD, DODSON, MT 59524",48.06575500001145,-108.43482100018176,POINT (-108.4348210001818 48.06575500001145),"571,  Paul Web Road , Dodson, Blaine County, Montana, 59524, United States"
4117,106,South,,Delaware,Street,,Pondera County,106 S Delaware St,,Conrad,Montana,59425,MT,"106 S DELAWARE ST, CONRAD, MT 59425",48.17368799970126,-111.94921199956674,POINT (-111.9492119995667 48.17368799970126),"106,South  Delaware Street , Conrad, Pondera County, Montana, 59425, United States"
3921,1424,,,Douglas,Drive,,Missoula County,1424 Douglas Dr,,Missoula,Montana,59808,MT,"1424 DOUGLAS DR, MISSOULA, MT 59808",46.88453599977089,-114.09971500038051,POINT (-114.0997150003805 46.88453599977089),"1424,  Douglas Drive , Missoula, Missoula County, Montana, 59808, United States"
