Full_Address,Place_type,source_centroid,source_lon,source_lat
"419 Chestnut Street, Berea, Kentucky 40403",FDIC_Insured_Banks,POINT (-84.1471469999999 37.7416490000001),-84.147147,37.741649
"425 Walnut Street, Cincinnati, Ohio 45202",FDIC_Insured_Banks,POINT (-84.5103559999999 39.0845070000001),-84.510356,39.084507
"201 North Bardstown Road, Mount Washington, Kentucky 40047",FDIC_Insured_Banks,POINT (-85.5437779999999 38.0489490000001),-85.543778,38.048949
"1 Main Street, Evansville, Indiana 47708",FDIC_Insured_Banks,POINT (-87.12095599999989 37.2901410000001),-87.120956,37.290141
"208 South Broadway, Glasgow, Kentucky 42141",FDIC_Insured_Banks,POINT (-85.9116859999999 36.9940130000001),-85.911686,36.994013
"1805 Campbell Lane, Bowling Green, Kentucky 42104",FDIC_Insured_Banks,POINT (-85.93157099999991 36.9847090000001),-85.931571,36.984709
"425 Walnut Street, Cincinnati, Ohio 45202",FDIC_Insured_Banks,POINT (-81.6411949999999 41.3851030000001),-81.641195,41.385103
"425 Walnut Street, Cincinnati, Ohio 45202",FDIC_Insured_Banks,POINT (-88.59777199999991 37.086846),-88.597772,37.086846
"16 Lincoln Square, Gettysburg, Pennsylvania 17325",FDIC_Insured_Banks,POINT (-77.1076139999999 39.5432640000001),-77.107614,39.543264
"10005 Golf Course Road, Ocean City, Maryland 21842",FDIC_Insured_Banks,POINT (-75.1051329999999 38.3364500000001),-75.105133,38.33645
"100 North Tryon St, Charlotte, North Carolina 28202",FDIC_Insured_Banks,POINT (-76.29938199999989 38.9750280000001),-76.299382,38.975028
"5 North Main Street, Woodsboro, Maryland 21798",FDIC_Insured_Banks,POINT (-77.3147969999999 39.5343310000001),-77.314797,39.534331
"24 North Main Street, Berlin, Maryland 21811",FDIC_Insured_Banks,POINT (-75.2191489999999 38.324864),-75.219149,38.324864
"303 Peachtreet Street, Northeast, Atlanta, Georgia 30308",FDIC_Insured_Banks,POINT (-77.2049419999999 39.288413),-77.204942,39.288413
"7484 Market Street, Willards, Maryland 21874",FDIC_Insured_Banks,POINT (-75.34953399999991 38.3949730000001),-75.349534,38.394973
"223 N Grand Street, Schoolcraft, Michigan 49087",FDIC_Insured_Banks,POINT (-85.6371359999999 42.115663),-85.637136,42.115663
"122 West Main Street, Stockbridge, Michigan 49285",FDIC_Insured_Banks,POINT (-84.1808739999999 42.4514770000001),-84.180874,42.451477
"242 North Michigan, Shelby, Michigan 49455",FDIC_Insured_Banks,POINT (-86.0396039999999 43.5712100000001),-86.039604,43.57121
"109 East Division, Sparta, Michigan 49345",FDIC_Insured_Banks,POINT (-85.81088199999991 43.3350320000001),-85.810882,43.335032
"248 East Capitol Street, Jackson, Mississippi 39201",FDIC_Insured_Banks,POINT (-88.4259769999999 33.4953530000001),-88.425977,33.495353
"227 West Main Street, Okolona, Mississippi 38860",FDIC_Insured_Banks,POINT (-88.7482959999999 34.0042740000001),-88.748296,34.004274
"202 Jackson Street, Belzoni, Mississippi 39038",FDIC_Insured_Banks,POINT (-90.4867379999999 33.177737),-90.486738,33.177737
"201 South Jackson Street, Russellville, Alabama 35653",FDIC_Insured_Banks,POINT (-90.5260729999999 34.1358220000001),-90.526073,34.135822
"105 South Broadway Street, Mccomb, Mississippi 39648",FDIC_Insured_Banks,POINT (-90.4534859999999 31.243342),-90.453486,31.243342
"248 East Capitol Street, Jackson, Mississippi 39201",FDIC_Insured_Banks,POINT (-90.3964095999999 31.7004697400001),-90.3964096,31.70046974
"100 North Tryon St, Charlotte, North Carolina 28202",FDIC_Insured_Banks,POINT (-73.0162089999999 40.7657980000001),-73.016209,40.765798
"One M And T Plaza, Buffalo, New York 14203",FDIC_Insured_Banks,POINT (-77.59010599999991 42.9538700000001),-77.590106,42.95387
"One M And T Plaza, Buffalo, New York 14203",FDIC_Insured_Banks,POINT (-74.1920479999999 41.3308440000001),-74.192048,41.330844
"200 W 2nd St, Winston Salem, North Carolina 27101",FDIC_Insured_Banks,POINT (-81.5405149999999 35.2877230000001),-81.540515,35.287723
"100 North Center Street, Mount Olive, North Carolina 28365",FDIC_Insured_Banks,POINT (-77.58546799999991 35.5954070000001),-77.585468,35.595407
"165 Madison Avenue, Memphis, Tennessee 38101",FDIC_Insured_Banks,POINT (-81.43318099999991 35.7987000000001),-81.433181,35.7987
"518 West C Street, Newton, North Carolina 28658",FDIC_Insured_Banks,POINT (-81.22919899999989 35.6596370000001),-81.229199,35.659637
"127 Public Square, Cleveland, Ohio 44114",FDIC_Insured_Banks,POINT (-83.0387119999999 40.0630730000001),-83.038712,40.063073
"425 Walnut Street, Cincinnati, Ohio 45202",FDIC_Insured_Banks,POINT (-82.9964869999999 38.7350190000001),-82.996487,38.735019
"3 South Main Street, Attica, Ohio 44807",FDIC_Insured_Banks,POINT (-82.8874289999999 41.0646380000001),-82.887429,41.064638
"86 North Kennebec Avenue, Mcconnelsville, Ohio 43756",FDIC_Insured_Banks,POINT (-82.3000109999999 39.7212280000001),-82.300011,39.721228
"127 Public Square, Cleveland, Ohio 44114",FDIC_Insured_Banks,POINT (-84.3867919999999 39.745658),-84.386792,39.745658
"307-11 Defiance Street, Archbold, Ohio 43502",FDIC_Insured_Banks,POINT (-84.30635599999989 41.5228860000001),-84.306356,41.522886
"307-11 Defiance Street, Archbold, Ohio 43502",FDIC_Insured_Banks,POINT (-83.8433459999999 41.2845510000001),-83.843346,41.284551
"20 South Broad Street, Canfield, Ohio 44406",FDIC_Insured_Banks,POINT (-81.8587769999999 40.8638450000001),-81.858777,40.863845
"113 North Fifth Street, Zanesville, Ohio 43701",FDIC_Insured_Banks,POINT (-82.0063869999999 39.942302),-82.006387,39.942302
"17 South High Street, Columbus, Ohio 43216",FDIC_Insured_Banks,POINT (-80.8314849999999 40.6239780000001),-80.831485,40.623978
"425 Walnut Street, Cincinnati, Ohio 45202",FDIC_Insured_Banks,POINT (-82.9843689999999 39.1276540000001),-82.984369,39.127654
"One Williams Center, Tulsa, Oklahoma 74172",FDIC_Insured_Banks,POINT (-95.5825309999999 35.2852450000001),-95.582531,35.285245
"2610 South Division Avenue, Guthrie, Oklahoma 73044",FDIC_Insured_Banks,POINT (-97.4253779999999 35.8515610000001),-97.425378,35.851561
"202 North Main Street, Okeene, Oklahoma 73763",FDIC_Insured_Banks,POINT (-98.3171759999999 36.1172900000001),-98.317176,36.11729
"1008 West Broadway, Spiro, Oklahoma 74959",FDIC_Insured_Banks,POINT (-95.0478789999999 34.751517),-95.047879,34.751517
"111 South Commercial, Temple, Oklahoma 73568",FDIC_Insured_Banks,POINT (-98.2358179999999 34.2705300000001),-98.235818,34.27053
"122 South Hoy St, Buffalo, Oklahoma 73834",FDIC_Insured_Banks,POINT (-99.7567079999999 36.3202130000001),-99.756708,36.320213
"2017 West Third, Elk City, Oklahoma 73644",FDIC_Insured_Banks,POINT (-99.9188679999999 34.6828610000001),-99.918868,34.682861
"2 South Main Street, Miami, Oklahoma 74354",FDIC_Insured_Banks,POINT (-94.8674259999999 36.9336400000001),-94.867426,36.93364
"602 Garrison Avenue, Fort Smith, Arkansas 72901",FDIC_Insured_Banks,POINT (-94.8056499999999 35.449685),-94.80565,35.449685
"130 Douglas, Beaver, Oklahoma 73932",FDIC_Insured_Banks,POINT (-100.535809 36.9069020000001),-100.535809,36.906902
"445 S.E. Main Street, Roseburg, Oregon 97470",FDIC_Insured_Banks,POINT (-124.213173 43.3624290000001),-124.213173,43.362429
"800 Philadelphia Street, Indiana, Pennsylvania 15701",FDIC_Insured_Banks,POINT (-79.7748609999999 40.4750930000001),-79.774861,40.475093
"150 North Washington Avenue, Scranton, Pennsylvania 18503",FDIC_Insured_Banks,POINT (-75.64200199999991 41.4102590000001),-75.642002,41.410259
"800 Philadelphia Street, Indiana, Pennsylvania 15701",FDIC_Insured_Banks,POINT (-79.5302879999999 40.7700500000001),-79.530288,40.77005
"One M And T Plaza, Buffalo, New York 14203",FDIC_Insured_Banks,POINT (-75.98286400000001 40.556379),-75.982864,40.556379
"One M And T Plaza, Buffalo, New York 14203",FDIC_Insured_Banks,POINT (-76.708232 40.2653670000001),-76.708232,40.265367
"127 Public Square, Cleveland, Ohio 44114",FDIC_Insured_Banks,POINT (-75.60794199999989 40.8025240000001),-75.607942,40.802524
"201 North Warren Avenue, Apollo, Pennsylvania 15613",FDIC_Insured_Banks,POINT (-79.5670359999999 40.5827300000001),-79.567036,40.58273
"222 Delaware Avenue, Wilmington, Delaware 19899",FDIC_Insured_Banks,POINT (-77.00789399999989 40.2133040000001),-77.007894,40.213304
"4785 Old William Penn Highway, Murrysville, Pennsylvania 15668",FDIC_Insured_Banks,POINT (-79.95515999999991 40.4792980000001),-79.95516,40.479298
"800 Philadelphia Street, Indiana, Pennsylvania 15701",FDIC_Insured_Banks,POINT (-78.7986329999999 41.2490310000001),-78.798633,41.249031
"101 N. Phillips Avenue, Sioux Falls, South Dakota 57104",FDIC_Insured_Banks,POINT (-75.7787549999999 40.5158220000001),-75.778755,40.515822
"100 East Havens Street, Mitchell, South Dakota 57301",FDIC_Insured_Banks,POINT (-98.0254289999999 43.702208),-98.025429,43.702208
"124 Main Avenue, Bryant, South Dakota 57221",FDIC_Insured_Banks,POINT (-97.4680479999999 44.5905550000001),-97.468048,44.590555
"103 West Main Street, Parkston, South Dakota 57366",FDIC_Insured_Banks,POINT (-97.8232009999999 43.724836),-97.823201,43.724836
"425 Walnut Street, Cincinnati, Ohio 45202",FDIC_Insured_Banks,POINT (-96.9457289999999 43.621789),-96.945729,43.621789
"307 E Hustan Ave, Fort Pierre, South Dakota 57532",FDIC_Insured_Banks,POINT (-100.71325603 43.88749333),-100.71325603,43.88749333
"308 South Main Street, Aberdeen, South Dakota 57401",FDIC_Insured_Banks,POINT (-102.159408 45.941691),-102.159408,45.941691
"225 S. Main Ave., Sioux Falls, South Dakota 57104",FDIC_Insured_Banks,POINT (-101.72046786 45.9381390200001),-101.72046786,45.93813902
"1 Main Street, Warner, South Dakota 57479",FDIC_Insured_Banks,POINT (-98.4957379999999 45.325519),-98.495738,45.325519
"305 4th St W, Clear Lake, South Dakota 57226",FDIC_Insured_Banks,POINT (-96.4574459999999 44.7924180000001),-96.457446,44.792418
"549 Broadway, Centerville, South Dakota 57014",FDIC_Insured_Banks,POINT (-96.96128399999991 43.1177410000001),-96.961284,43.117741
"221 Main Street, Stickney, South Dakota 57375",FDIC_Insured_Banks,POINT (-98.4383229999999 43.5890360000001),-98.438323,43.589036
"5505 Red Rock Lane, Lincoln, Nebraska 68516",FDIC_Insured_Banks,POINT (-101.73500164 43.1743870600001),-101.73500164,43.17438706
"225 S. Main Ave., Sioux Falls, South Dakota 57104",FDIC_Insured_Banks,POINT (-96.7314189999999 45.866607),-96.731419,45.866607
"420 South Pierre Street, Pierre, South Dakota 57501",FDIC_Insured_Banks,POINT (-97.9655639999999 43.2248300000001),-97.965564,43.22483
"123 E. Center St., Turton, South Dakota 57477",FDIC_Insured_Banks,POINT (-98.0966919999999 45.0494320000001),-98.096692,45.049432
"601 South Minnesota Avenue, Sioux Falls, South Dakota 57104",FDIC_Insured_Banks,POINT (-96.7313299999999 43.5407400000001),-96.73133,43.54074
"311 North Main Street, Jamestown, Tennessee 38556",FDIC_Insured_Banks,POINT (-84.93171699999991 36.430505),-84.931717,36.430505
"400 Highway 52 Bypass West, Lafayette, Tennessee 37083",FDIC_Insured_Banks,POINT (-85.5051399999999 36.550189),-85.50514,36.550189
"609 Red Boiling Springs Rd., Lafayette, Tennessee 37083",FDIC_Insured_Banks,POINT (-86.0230489999999 36.5169720000001),-86.023049,36.516972
"15699 Rankin Avenue, Dunlap, Tennessee 37327",FDIC_Insured_Banks,POINT (-85.45813699999989 35.7473580000001),-85.458137,35.747358
"425 Walnut Street, Cincinnati, Ohio 45202",FDIC_Insured_Banks,POINT (-86.4595539999999 36.3828970000001),-86.459554,36.382897
"1900 Fifth Avenue North, Birmingham, Alabama 35203",FDIC_Insured_Banks,POINT (-88.3931519999999 35.6504290000001),-88.393152,35.650429
"816 South Garden Street, Columbia, Tennessee 38401",FDIC_Insured_Banks,POINT (-87.4704122699999 35.05962285),-87.47041227,35.05962285
"165 Madison Avenue, Memphis, Tennessee 38101",FDIC_Insured_Banks,POINT (-87.79687799999989 36.0834790000001),-87.796878,36.083479
"Broad And Appletree Streets, Scottsboro, Alabama 35768",FDIC_Insured_Banks,POINT (-86.8496719999999 34.993097),-86.849672,34.993097
"1359 West Main Street, Atwood, Tennessee 38220",FDIC_Insured_Banks,POINT (-88.6791799999999 35.972967),-88.67918,35.972967
"56 N. Pleasant St., Decaturville, Tennessee 38329",FDIC_Insured_Banks,POINT (-88.1196679999999 35.5849870000001),-88.119668,35.584987
"100 Mcmurry Boulevard, Hartsville, Tennessee 37074",FDIC_Insured_Banks,POINT (-86.1627909999999 36.3994840000001),-86.162791,36.399484
"211 Commerce Street, Suite 300, Nashville, Tennessee 37201",FDIC_Insured_Banks,POINT (-83.92215399999991 35.9653250000001),-83.922154,35.965325
"4007 Hillsboro Pike, Nashville, Tennessee 37215",FDIC_Insured_Banks,POINT (-86.8036909999999 35.9558880000001),-86.803691,35.955888
"1900 Fifth Avenue North, Birmingham, Alabama 35203",FDIC_Insured_Banks,POINT (-85.7724189999999 35.681227),-85.772419,35.681227
"47 South Main Street, Whitley City, Kentucky 42653",FDIC_Insured_Banks,POINT (-84.50492299999991 36.5161890000001),-84.504923,36.516189
"34910 Hwy 104 S, Sardis, Tennessee 38371",FDIC_Insured_Banks,POINT (-88.2935839999999 35.4417510000001),-88.293584,35.441751
"200 W 2nd St, Winston Salem, North Carolina 27101",FDIC_Insured_Banks,POINT (-79.0650609999999 38.121924),-79.065061,38.121924
"2 East Main Street, Berryville, Virginia 22611",FDIC_Insured_Banks,POINT (-77.98119699999999 39.151036),-77.981197,39.151036
"101 N. Phillips Avenue, Sioux Falls, South Dakota 57104",FDIC_Insured_Banks,POINT (-80.4084019999999 37.1301930000001),-80.408402,37.130193
"17 South Roanoke Street, Fincastle, Virginia 24090",FDIC_Insured_Banks,POINT (-79.8777259999999 37.4985290000001),-79.877726,37.498529
"200 W 2nd St, Winston Salem, North Carolina 27101",FDIC_Insured_Banks,POINT (-79.0738969999999 38.1511640000001),-79.073897,38.151164
"200 W 2nd St, Winston Salem, North Carolina 27101",FDIC_Insured_Banks,POINT (-78.9760939999999 38.382772),-78.976094,38.382772
"19747 Main Street, Buchanan, Virginia 24066",FDIC_Insured_Banks,POINT (-79.6798019999999 37.527812),-79.679802,37.527812
"20701 First Street, Mc Kenney, Virginia 23872",FDIC_Insured_Banks,POINT (-77.7222579999999 36.9872950000001),-77.722258,36.987295
"101 N. Phillips Avenue, Sioux Falls, South Dakota 57104",FDIC_Insured_Banks,POINT (-77.91932199999989 37.5434890000001),-77.919322,37.543489
"103 North First Street, Farmington, Washington 99128",FDIC_Insured_Banks,POINT (-117.047167 47.0893710000001),-117.047167,47.089371
"425 Walnut Street, Cincinnati, Ohio 45202",FDIC_Insured_Banks,POINT (-122.40939 48.039747),-122.40939,48.039747
"49 Commons Loop, Kalispell, Montana 59901",FDIC_Insured_Banks,POINT (-120.122492 48.3653610000001),-120.122492,48.365361
"159 Riverside Avenue, Winthrop, Washington 98862",FDIC_Insured_Banks,POINT (-120.185966 48.478124),-120.185966,48.478124
"3100 Woburn Street, Bellingham, Washington 98226",FDIC_Insured_Banks,POINT (-122.445289 48.771439),-122.445289,48.771439
"619 Bay Street, Port Orchard, Washington 98366",FDIC_Insured_Banks,POINT (-122.639153 47.5421350000001),-122.639153,47.542135
"One Bank Plaza, Wheeling, West Virginia 26003",FDIC_Insured_Banks,POINT (-80.59611699999989 40.3286350000001),-80.596117,40.328635
"200 First Street, Mullens, West Virginia 25882",FDIC_Insured_Banks,POINT (-81.38057499999989 37.5821730000001),-81.380575,37.582173
"One Bank Plaza, Wheeling, West Virginia 26003",FDIC_Insured_Banks,POINT (-81.5610749999999 39.265476),-81.561075,39.265476
"128 North Main Street, Franklin, West Virginia 26807",FDIC_Insured_Banks,POINT (-79.2753619999999 38.5689720000001),-79.275362,38.568972
"3601 Maccorkle Ave., Se, Charleston, West Virginia 25304",FDIC_Insured_Banks,POINT (-81.7106069999999 38.8192910000001),-81.710607,38.819291
"One Bank Plaza, Wheeling, West Virginia 26003",FDIC_Insured_Banks,POINT (-80.30106499999989 39.395493),-80.301065,39.395493
"39 Main Street, Union, West Virginia 24983",FDIC_Insured_Banks,POINT (-80.77205099999991 39.2939150000001),-80.772051,39.293915
"5229 Coal Heritage Road, Iaeger, West Virginia 24844",FDIC_Insured_Banks,POINT (-81.7006309999999 37.2757720000001),-81.700631,37.275772
"11185 Main Street, Fairfax, Virginia 22030",FDIC_Insured_Banks,POINT (-81.73990499999989 38.3581580000001),-81.739905,38.358158
"100 North Main Street, Cuba City, Wisconsin 53807",FDIC_Insured_Banks,POINT (-90.43075399999989 42.6066680000001),-90.430754,42.606668
"925 Wisconsin Avenue, Boscobel, Wisconsin 53805",FDIC_Insured_Banks,POINT (-90.4309769999999 42.900314),-90.430977,42.900314
"400 North Main Street, Loyal, Wisconsin 54446",FDIC_Insured_Banks,POINT (-90.4959489999999 44.7392770000001),-90.495949,44.739277
"111 West Monroe Street, Chicago, Illinois 60603",FDIC_Insured_Banks,POINT (-89.0236509999999 42.6840220000001),-89.023651,42.684022
"17 South High Street, Columbus, Ohio 43216",FDIC_Insured_Banks,POINT (-89.7333209999999 45.4709220000001),-89.733321,45.470922
"375 Stageline Road, Hudson, Wisconsin 54016",FDIC_Insured_Banks,POINT (-92.7200619999999 44.9607930000001),-92.720062,44.960793
"234 East La Salle Avenue, Barron, Wisconsin 54812",FDIC_Insured_Banks,POINT (-91.8544319999999 45.399882),-91.854432,45.399882
"219 Fairfax Street, Altoona, Wisconsin 54720",FDIC_Insured_Banks,POINT (-91.7518249999999 45.5091080000001),-91.751825,45.509108
"372 Saint Peter Street, Saint Paul, Minnesota 55102",FDIC_Insured_Banks,POINT (-92.4662209999999 45.6601180000001),-92.466221,45.660118
"541 North Main Street, Highland, Wisconsin 53543",FDIC_Insured_Banks,POINT (-90.3804089999999 43.0459000000001),-90.380409,43.0459
"17 South High Street, Columbus, Ohio 43216",FDIC_Insured_Banks,POINT (-88.8072439999999 43.0050090000001),-88.807244,43.005009
"1111 Polaris Parkway, Columbus, Ohio 43240",FDIC_Insured_Banks,POINT (-88.0213039999999 43.1778810000001),-88.021304,43.177881
"425 Walnut Street, Cincinnati, Ohio 45202",FDIC_Insured_Banks,POINT (-89.38292799999989 43.0753910000001),-89.382928,43.075391
"111 West Monroe Street, Chicago, Illinois 60603",FDIC_Insured_Banks,POINT (-87.78408499999991 42.7327490000001),-87.784085,42.732749
"2035 Limestone Road, Wilmington, Delaware 19808",FDIC_Insured_Banks,POINT (-71.7370439999999 43.5915640000001),-71.737044,43.591564
"67 North Park Street, Lebanon, New Hampshire 03766",FDIC_Insured_Banks,POINT (-72.4980539999999 43.310077),-72.498054,43.310077
"One Citizens Plaza, Providence, Rhode Island 02903",FDIC_Insured_Banks,POINT (-72.33919899999999 43.370727),-72.339199,43.370727
"62 Pleasant Street, Laconia, New Hampshire 03246",FDIC_Insured_Banks,POINT (-72.3391069999999 43.372756),-72.339107,43.372756
"3 State Street, Bangor, Maine 04401",FDIC_Insured_Banks,POINT (-71.4952829999999 44.896215),-71.495283,44.896215
"One Citizens Plaza, Providence, Rhode Island 02903",FDIC_Insured_Banks,POINT (-71.4970609999999 44.8932720000001),-71.497061,44.893272
"One Citizens Plaza, Providence, Rhode Island 02903",FDIC_Insured_Banks,POINT (-71.46303399999989 42.9902700000001),-71.463034,42.99027
"2035 Limestone Road, Wilmington, Delaware 19808",FDIC_Insured_Banks,POINT (-70.8744939999999 43.195232),-70.874494,43.195232
"2035 Limestone Road, Wilmington, Delaware 19808",FDIC_Insured_Banks,POINT (-72.0245279999999 42.815386),-72.024528,42.815386
"2035 Limestone Road, Wilmington, Delaware 19808",FDIC_Insured_Banks,POINT (-71.06519900000001 43.38955),-71.065199,43.38955
"100 North Tryon St, Charlotte, North Carolina 28202",FDIC_Insured_Banks,POINT (-72.2895749999999 43.7001920000001),-72.289575,43.700192
"One Citizens Plaza, Providence, Rhode Island 02903",FDIC_Insured_Banks,POINT (-72.2784589999999 42.9332440000001),-72.278459,42.933244
"100 North Tryon St, Charlotte, North Carolina 28202",FDIC_Insured_Banks,POINT (-72.2783169999999 42.9343460000001),-72.278317,42.934346
"One Citizens Plaza, Providence, Rhode Island 02903",FDIC_Insured_Banks,POINT (-71.6900799999999 43.7576780000001),-71.69008,43.757678
"One Citizens Plaza, Providence, Rhode Island 02903",FDIC_Insured_Banks,POINT (-72.25237799999989 43.6423030000001),-72.252378,43.642303
"One Citizens Plaza, Providence, Rhode Island 02903",FDIC_Insured_Banks,POINT (-71.66422799999989 42.8372650000001),-71.664228,42.837265
"One Citizens Plaza, Providence, Rhode Island 02903",FDIC_Insured_Banks,POINT (-71.3264859999999 43.3041640000001),-71.326486,43.304164
"9 Main Street, Berlin, New Hampshire 03570",FDIC_Insured_Banks,POINT (-71.7166499999999 43.7677560000001),-71.71665,43.767756
"One Citizens Plaza, Providence, Rhode Island 02903",FDIC_Insured_Banks,POINT (-70.9759139999999 43.3040550000001),-70.975914,43.304055
"824 North Market Street, Suite 100, Wilmington, Delaware 19801",FDIC_Insured_Banks,POINT (-71.3254349999999 42.881335),-71.325435,42.881335
"One Citizens Plaza, Providence, Rhode Island 02903",FDIC_Insured_Banks,POINT (-71.2108739999999 43.5845430000001),-71.210874,43.584543
"62 Pleasant Street, Laconia, New Hampshire 03246",FDIC_Insured_Banks,POINT (-72.0381439999999 44.1530040000001),-72.038144,44.153004
"127 Public Square, Cleveland, Ohio 44114",FDIC_Insured_Banks,POINT (-72.50537299999991 44.2005030000001),-72.505373,44.200503
"850 Main Street, Bridgeport, Connecticut 06604",FDIC_Insured_Banks,POINT (-73.1968059999999 42.8782520000001),-73.196806,42.878252
"67 North Park Street, Lebanon, New Hampshire 03766",FDIC_Insured_Banks,POINT (-72.63125699999991 43.8291120000001),-72.631257,43.829112
"82 Main Street, Bar Harbor, Maine 04609",FDIC_Insured_Banks,POINT (-73.0878439999999 43.7982270000001),-73.087844,43.798227
"850 Main Street, Bridgeport, Connecticut 06604",FDIC_Insured_Banks,POINT (-72.55809099999991 42.8522930000001),-72.558091,42.852293
"2035 Limestone Road, Wilmington, Delaware 19808",FDIC_Insured_Banks,POINT (-73.2148099999999 44.4758320000001),-73.21481,44.475832
"45-49 Court Street, Canton, New York 13617",FDIC_Insured_Banks,POINT (-73.1547289999999 44.461257),-73.154729,44.461257
"497 Railroad Street, Saint Johnsbury, Vermont 05819",FDIC_Insured_Banks,POINT (-72.1413439999999 44.411432),-72.141344,44.411432
"4811 U.S. Route 5, Derby, Vermont 05829",FDIC_Insured_Banks,POINT (-72.1636909999999 44.950764),-72.163691,44.950764
"45-49 Court Street, Canton, New York 13617",FDIC_Insured_Banks,POINT (-73.26555399999999 43.5936370000001),-73.265554,43.593637
"850 Main Street, Bridgeport, Connecticut 06604",FDIC_Insured_Banks,POINT (-73.2757189999999 43.603392),-73.275719,43.603392
"24 North Street, Pittsfield, Massachusetts 01201",FDIC_Insured_Banks,POINT (-73.05627199999989 43.1770430000001),-73.056272,43.177043
"30 Main Street, Middlebury, Vermont 05753",FDIC_Insured_Banks,POINT (-73.1681589999999 44.0141490000001),-73.168159,44.014149
"45-49 Court Street, Canton, New York 13617",FDIC_Insured_Banks,POINT (-72.6574959999999 44.1487000000001),-72.657496,44.1487
"441 Main Street, Orwell, Vermont 05760",FDIC_Insured_Banks,POINT (-73.3012869999999 43.803458),-73.301287,43.803458
"82 Main Street, Bar Harbor, Maine 04609",FDIC_Insured_Banks,POINT (-72.66489899999991 43.9229730000001),-72.664899,43.922973
"2035 Limestone Road, Wilmington, Delaware 19808",FDIC_Insured_Banks,POINT (-72.5184439999999 43.6256980000001),-72.518444,43.625698
"101 N. Phillips Avenue, Sioux Falls, South Dakota 57104",FDIC_Insured_Banks,POINT (-74.2166969999999 40.900945),-74.216697,40.900945
"615 Main Avenue, Passaic, New Jersey 07055",FDIC_Insured_Banks,POINT (-74.1522429999999 40.789184),-74.152243,40.789184
"100 North Tryon St, Charlotte, North Carolina 28202",FDIC_Insured_Banks,POINT (-74.0478449999999 40.1672920000001),-74.047845,40.167292
"222 Delaware Avenue, Wilmington, Delaware 19899",FDIC_Insured_Banks,POINT (-75.0772859999999 40.8281430000001),-75.077286,40.828143
"101 N. Phillips Avenue, Sioux Falls, South Dakota 57104",FDIC_Insured_Banks,POINT (-74.54892699999991 40.7049020000001),-74.548927,40.704902
"222 Delaware Avenue, Wilmington, Delaware 19899",FDIC_Insured_Banks,POINT (-75.0752719999999 40.6583140000001),-75.075272,40.658314
"615 Main Avenue, Passaic, New Jersey 07055",FDIC_Insured_Banks,POINT (-74.1261049999999 40.918844),-74.126105,40.918844
"222 Delaware Avenue, Wilmington, Delaware 19899",FDIC_Insured_Banks,POINT (-74.69749899999989 40.781524),-74.697499,40.781524
"2717 Route 23 South, Newfoundland, New Jersey 07435",FDIC_Insured_Banks,POINT (-74.7512099999999 41.146438),-74.75121,41.146438
"Washington And York Streets, Jersey City, New Jersey 07303",FDIC_Insured_Banks,POINT (-74.4637009999999 40.5914300000001),-74.463701,40.59143
"101 N. Phillips Avenue, Sioux Falls, South Dakota 57104",FDIC_Insured_Banks,POINT (-74.21485299999991 40.6643960000001),-74.214853,40.664396
"222 Delaware Avenue, Wilmington, Delaware 19899",FDIC_Insured_Banks,POINT (-73.9635319999999 40.925888),-73.963532,40.925888
"101 N. Phillips Avenue, Sioux Falls, South Dakota 57104",FDIC_Insured_Banks,POINT (-73.9649939999999 40.924017),-73.964994,40.924017
"100 North Tryon St, Charlotte, North Carolina 28202",FDIC_Insured_Banks,POINT (-74.8334629999999 40.855664),-74.833463,40.855664
"101 N. Phillips Avenue, Sioux Falls, South Dakota 57104",FDIC_Insured_Banks,POINT (-74.5763639999999 41.1537980000001),-74.576364,41.153798
"100 North Tryon St, Charlotte, North Carolina 28202",FDIC_Insured_Banks,POINT (-74.0414219999999 41.0034880000001),-74.041422,41.003488
"1301 Hope-Bridgeville Rd., Hope, New Jersey 07844",FDIC_Insured_Banks,POINT (-74.9674499999999 40.908687),-74.96745,40.908687
"101 N. Phillips Avenue, Sioux Falls, South Dakota 57104",FDIC_Insured_Banks,POINT (-74.03427599999991 40.7160180000001),-74.034276,40.716018
"101 N. Phillips Avenue, Sioux Falls, South Dakota 57104",FDIC_Insured_Banks,POINT (-74.1005339999999 40.3929420000001),-74.100534,40.392942
"100 North Tryon St, Charlotte, North Carolina 28202",FDIC_Insured_Banks,POINT (-74.5872079999999 40.5425450000001),-74.587208,40.542545
"100 North Tryon St, Charlotte, North Carolina 28202",FDIC_Insured_Banks,POINT (-74.2261969999999 40.3978660000001),-74.226197,40.397866
"222 Delaware Avenue, Wilmington, Delaware 19899",FDIC_Insured_Banks,POINT (-75.54995199999991 39.7465570000001),-75.549952,39.746557
"101 N. Phillips Avenue, Sioux Falls, South Dakota 57104",FDIC_Insured_Banks,POINT (-74.1692699999999 40.7426370000001),-74.16927,40.742637
"824 North Market Street, Suite 100, Wilmington, Delaware 19801",FDIC_Insured_Banks,POINT (-74.1740009999999 40.7324170000001),-74.174001,40.732417
"222 Delaware Avenue, Wilmington, Delaware 19899",FDIC_Insured_Banks,POINT (-74.74576999999989 41.066224),-74.74577,41.066224
"100 North Tryon St, Charlotte, North Carolina 28202",FDIC_Insured_Banks,POINT (-74.2720639999999 40.5097170000001),-74.272064,40.509717
