Full_Address,Place_type,source_centroid,source_lon,source_lat
"17 South High Street, Columbus, Ohio 43216",FDIC_Insured_Banks,POINT (-84.34781199999991 46.4973760000001),-84.347812,46.497376
"18 3rd Street, S. E., Chatfield, Minnesota 55923",FDIC_Insured_Banks,POINT (-92.1877999999999 43.844993),-92.1878,43.844993
"116 Central Street West, Lonsdale, Minnesota 55046",FDIC_Insured_Banks,POINT (-96.4337779999999 45.460109),-96.433778,45.460109
"100 4th Avenue S.E., Plainview, Minnesota 55964",FDIC_Insured_Banks,POINT (-92.1651039999999 44.1612270000001),-92.165104,44.161227
"225 East Main Street, Lewiston, Minnesota 55952",FDIC_Insured_Banks,POINT (-92.2682989999999 43.7078890000001),-92.268299,43.707889
"101 N. Phillips Avenue, Sioux Falls, South Dakota 57104",FDIC_Insured_Banks,POINT (-112.954027 46.129507),-112.954027,46.129507
"401 North 31st Street, Billings, Montana 59101",FDIC_Insured_Banks,POINT (-108.512478 45.7834220000001),-108.512478,45.783422
"101 N. Phillips Avenue, Sioux Falls, South Dakota 57104",FDIC_Insured_Banks,POINT (-111.033872 45.6793460000001),-111.033872,45.679346
"425 Walnut Street, Cincinnati, Ohio 45202",FDIC_Insured_Banks,POINT (-112.535531 46.0126940000001),-112.535531,46.012694
"401 North 31st Street, Billings, Montana 59101",FDIC_Insured_Banks,POINT (-111.262341 47.494176),-111.262341,47.494176
"101 N. Phillips Avenue, Sioux Falls, South Dakota 57104",FDIC_Insured_Banks,POINT (-112.037645 46.590135),-112.037645,46.590135
"12 First Avenue, Laurel, Montana 59044",FDIC_Insured_Banks,POINT (-109.252546 45.6368870000001),-109.252546,45.636887
"700 Main Street, Miles City, Montana 59301",FDIC_Insured_Banks,POINT (-105.07049372 47.6455232600001),-105.07049372,47.64552326
"700 Main Street, Miles City, Montana 59301",FDIC_Insured_Banks,POINT (-105.31310346 46.7940650200001),-105.31310346,46.79406502
"400 Broadway, Townsend, Montana 59644",FDIC_Insured_Banks,POINT (-111.517213 46.3205320000001),-111.517213,46.320532
"700 Main Street, Miles City, Montana 59301",FDIC_Insured_Banks,POINT (-108.161551 45.9619400000001),-108.161551,45.96194
"1004 21st Avenue, Rock Valley, Iowa 51247",FDIC_Insured_Banks,POINT (-96.6310039999999 43.0214110000001),-96.631004,43.021411
"120 East Main Street, Wessington Springs, South Dakota 57382",FDIC_Insured_Banks,POINT (-98.5705249999999 44.0794050000001),-98.570525,44.079405
"128 Main St, Arlington, South Dakota 57212",FDIC_Insured_Banks,POINT (-97.1339209999999 44.3640020000001),-97.133921,44.364002
"420 South Pierre Street, Pierre, South Dakota 57501",FDIC_Insured_Banks,POINT (-101.904518 43.9639010000001),-101.904518,43.963901
"700 State Street, Belle Fourche, South Dakota 57717",FDIC_Insured_Banks,POINT (-103.974642 45.5503630000001),-103.974642,45.550363
"745 Main Street, Burke, South Dakota 57523",FDIC_Insured_Banks,POINT (-99.2922439999999 43.183046),-99.292244,43.183046
"103 E Oak Street, Philip, South Dakota 57567",FDIC_Insured_Banks,POINT (-102.03852 45.022271),-102.03852,45.022271
"100 South Phillips Avenue, Sioux Falls, South Dakota 57101",FDIC_Insured_Banks,POINT (-96.5944319999999 44.0494770000001),-96.594432,44.049477
"305 S. Main St, Freeman, South Dakota 57029",FDIC_Insured_Banks,POINT (-97.4373759999999 43.3524170000001),-97.437376,43.352417
"307 E Hustan Ave, Fort Pierre, South Dakota 57532",FDIC_Insured_Banks,POINT (-98.21417700000001 44.3628220000001),-98.214177,44.362822
"120 East Main Street, Wessington Springs, South Dakota 57382",FDIC_Insured_Banks,POINT (-98.98871699999989 44.516216),-98.988717,44.516216
"1620 Dodge Street, Omaha, Nebraska 68197",FDIC_Insured_Banks,POINT (-98.02405399999989 43.7106150000001),-98.024054,43.710615
"101 N. Phillips Avenue, Sioux Falls, South Dakota 57104",FDIC_Insured_Banks,POINT (-99.8569099999999 43.374108),-99.85691,43.374108
"1620 Dodge Street, Omaha, Nebraska 68197",FDIC_Insured_Banks,POINT (-98.2773649999999 44.0538920000001),-98.277365,44.053892
"212 West Prospect Street, Durand, Wisconsin 54736",FDIC_Insured_Banks,POINT (-91.48886999999991 45.102108),-91.48887,45.102108
"100 4th Avenue S.E., Plainview, Minnesota 55964",FDIC_Insured_Banks,POINT (-92.0334409999999 45.0438730000001),-92.033441,45.043873
"N 1555 770th Street, Hager City, Wisconsin 54014",FDIC_Insured_Banks,POINT (-92.1701919999999 45.058677),-92.170192,45.058677
"180 Montgomery Street, San Francisco, California 94104",FDIC_Insured_Banks,POINT (-108.070784 38.7415800000001),-108.070784,38.74158
"301 Colorado Avenue, La Junta, Colorado 81050",FDIC_Insured_Banks,POINT (-103.543073 37.9858720000001),-103.543073,37.985872
"6740 Antioch Road, Merriam, Kansas 66204",FDIC_Insured_Banks,POINT (-94.6864769999999 39.0062100000001),-94.686477,39.00621
"1400 16th Street, Denver, Colorado 80202",FDIC_Insured_Banks,POINT (-100.922283 37.0455930000001),-100.922283,37.045593
"701 Poyntz Avenue, Manhattan, Kansas 66502",FDIC_Insured_Banks,POINT (-95.8256359999999 38.6343210000001),-95.825636,38.634321
"222 South Main Street, Pratt, Kansas 67124",FDIC_Insured_Banks,POINT (-98.7394569999999 37.644141),-98.739457,37.644141
"401 Charmany Drive, Madison, Wisconsin 53719",FDIC_Insured_Banks,POINT (-94.6270279999999 38.9243890000001),-94.627028,38.924389
"600 Kansas Avenue, Topeka, Kansas 66603",FDIC_Insured_Banks,POINT (-95.67347100000001 39.0512170000001),-95.673471,39.051217
"127 South Summit Street, Arkansas City, Kansas 67005",FDIC_Insured_Banks,POINT (-96.9972459999999 37.2405310000001),-96.997246,37.240531
"101 North Main Street, Rock Port, Missouri 64482",FDIC_Insured_Banks,POINT (-95.3739749999999 40.1919250000001),-95.373975,40.191925
"201 Main Street, Beemer, Nebraska 68716",FDIC_Insured_Banks,POINT (-96.5727439099999 42.01498717),-96.57274391,42.01498717
"110 E 9th Street, Wood River, Nebraska 68883",FDIC_Insured_Banks,POINT (-97.5965919999999 41.1130230000001),-97.596592,41.113023
"164 East 5th Street, Wahoo, Nebraska 68066",FDIC_Insured_Banks,POINT (-96.6189209999999 41.2100480000001),-96.618921,41.210048
"500 West Broadway, Farmington, New Mexico 87401",FDIC_Insured_Banks,POINT (-108.211143 36.7281180000001),-108.211143,36.728118
"203 Oklahoma Avenue, Okarche, Oklahoma 73762",FDIC_Insured_Banks,POINT (-97.9754479999999 35.7258370000001),-97.975448,35.725837
"180 Montgomery Street, San Francisco, California 94104",FDIC_Insured_Banks,POINT (-110.964391 41.2666800000001),-110.964391,41.26668
"695 Parkway Drive, Mountain View, Wyoming 82939",FDIC_Insured_Banks,POINT (-110.334945 41.27581),-110.334945,41.27581
"24 North Sumner Avenue, Newcastle, Wyoming 82701",FDIC_Insured_Banks,POINT (-104.203698 43.8559100000001),-104.203698,43.85591
"123 North 2nd Street, Sundance, Wyoming 82729",FDIC_Insured_Banks,POINT (-104.381128 44.40515),-104.381128,44.40515
"101 N. Phillips Avenue, Sioux Falls, South Dakota 57104",FDIC_Insured_Banks,POINT (-104.952832 42.054399),-104.952832,42.054399
"180 Montgomery Street, San Francisco, California 94104",FDIC_Insured_Banks,POINT (-104.953259 42.0536500000001),-104.953259,42.05365
"2000 Main Street, Torrington, Wyoming 82240",FDIC_Insured_Banks,POINT (-107.960112 44.016802),-107.960112,44.016802
"101 N. Phillips Avenue, Sioux Falls, South Dakota 57104",FDIC_Insured_Banks,POINT (-107.758518 32.267345),-107.758518,32.267345
"100 South Main Street, Moulton, Texas 77975",FDIC_Insured_Banks,POINT (-96.6774029999999 31.167291),-96.677403,31.167291
"2201 Civic Circle, Amarillo, Texas 79101",FDIC_Insured_Banks,POINT (-100.887557 34.9388390000001),-100.887557,34.938839
"1200 Avenue F, Del Rio, Texas 78840",FDIC_Insured_Banks,POINT (-100.90234 29.3754270000001),-100.90234,29.375427
"Interstate Hwy 45 And Jefferson St., Palmer, Texas 75152",FDIC_Insured_Banks,POINT (-96.6585679999999 32.5339980000001),-96.658568,32.533998
"100 North Tryon St, Charlotte, North Carolina 28202",FDIC_Insured_Banks,POINT (-96.46792599999991 32.756401),-96.467926,32.756401
"18-20 South Main Street, Temple, Texas 76501",FDIC_Insured_Banks,POINT (-97.7480509999999 31.4349130000001),-97.748051,31.434913
"400 Pine Street, Abilene, Texas 79601",FDIC_Insured_Banks,POINT (-95.5604639999999 30.72418),-95.560464,30.72418
"108 West Sandstone Street, Llano, Texas 78643",FDIC_Insured_Banks,POINT (-98.6768109999999 30.7491840000001),-98.676811,30.749184
"5701 82nd Street, Lubbock, Texas 79424",FDIC_Insured_Banks,POINT (-100.712192 32.4110600000001),-100.712192,32.41106
"101 N. Phillips Avenue, Sioux Falls, South Dakota 57104",FDIC_Insured_Banks,POINT (-95.9128229999999 30.949616),-95.912823,30.949616
"201 North Washington Street, Seymour, Texas 76380",FDIC_Insured_Banks,POINT (-100.822244 34.0141860000001),-100.822244,34.014186
"1301 North Mechanic Street, El Campo, Texas 77437",FDIC_Insured_Banks,POINT (-97.8215689999999 28.089367),-97.821569,28.089367
"100 West Arkansas Street, Mount Pleasant, Texas 75455",FDIC_Insured_Banks,POINT (-94.9690219999999 33.1550980000001),-94.969022,33.155098
"215 East Main Street, Nacogdoches, Texas 75961",FDIC_Insured_Banks,POINT (-94.65502599999991 31.6032190000001),-94.655026,31.603219
"901 Main Street, Ralls, Texas 79357",FDIC_Insured_Banks,POINT (-101.384275 33.6802210000001),-101.384275,33.680221
"1111 Polaris Parkway, Columbus, Ohio 43240",FDIC_Insured_Banks,POINT (-96.73395599999991 32.9509840000001),-96.733956,32.950984
"117 Cypress St, Roscoe, Texas 79545",FDIC_Insured_Banks,POINT (-100.538421 32.4449470000001),-100.538421,32.444947
"200 East Commerce Street, Jacksonville, Texas 75766",FDIC_Insured_Banks,POINT (-95.1504849999999 31.7947950000001),-95.150485,31.794795
"15 20th Street South, Birmingham, Alabama 35233",FDIC_Insured_Banks,POINT (-94.1768289999999 30.3509340000001),-94.176829,30.350934
"1200 San Bernardo Avenue, Laredo, Texas 78040",FDIC_Insured_Banks,POINT (-97.5129619999999 28.0366870000001),-97.512962,28.036687
"1 Ne Court Street, Spearman, Texas 79081",FDIC_Insured_Banks,POINT (-101.192005 36.1987700000001),-101.192005,36.19877
"1000 Eighth Street, Wellington, Texas 79095",FDIC_Insured_Banks,POINT (-100.212979 34.8562100000001),-100.212979,34.85621
"200 East Jackson Street, El Campo, Texas 77437",FDIC_Insured_Banks,POINT (-96.09998399999991 29.3107670000001),-96.099984,29.310767
"1301 North Mechanic Street, El Campo, Texas 77437",FDIC_Insured_Banks,POINT (-96.10136899999991 29.3101940000001),-96.101369,29.310194
"302 Pine Avenue, Long Beach, California 90802",FDIC_Insured_Banks,POINT (-118.192338 33.7706700000001),-118.192338,33.77067
"400 California Street, San Francisco, California 94104",FDIC_Insured_Banks,POINT (-118.257052 34.0524010000001),-118.257052,34.052401
"33 Bannock Street, Malad City, Idaho 83252",FDIC_Insured_Banks,POINT (-112.246356 42.1863840000001),-112.246356,42.186384
"101 North Main Street, Logan, Utah 84321",FDIC_Insured_Banks,POINT (-111.587106 39.3598800000001),-111.587106,39.35988
"10 South Main Street, Gunnison, Utah 84634",FDIC_Insured_Banks,POINT (-111.818347 39.1549410000001),-111.818347,39.154941
"1 S Main Street, Salt Lake City, Utah 84133",FDIC_Insured_Banks,POINT (-110.811216 39.5990140000001),-110.811216,39.599014
"1 S Main Street, Salt Lake City, Utah 84133",FDIC_Insured_Banks,POINT (-111.862561 38.9575130000001),-111.862561,38.957513
"1 S Main Street, Salt Lake City, Utah 84133",FDIC_Insured_Banks,POINT (-109.528871 40.4556930000001),-109.528871,40.455693
"117 Aplets Way, Cashmere, Washington 98815",FDIC_Insured_Banks,POINT (-120.470071 47.5221700000001),-120.470071,47.52217
"425 Walnut Street, Cincinnati, Ohio 45202",FDIC_Insured_Banks,POINT (-122.335017 47.610082),-122.335017,47.610082
"717 W Sprague Avenue, Spokane, Washington 99201",FDIC_Insured_Banks,POINT (-117.423161 47.6571920000001),-117.423161,47.657192
"200 East Main Street, Magnolia, Arkansas 71753",FDIC_Insured_Banks,POINT (-93.23909999999999 33.2670980000001),-93.2391,33.267098
"425 Walnut Street, Cincinnati, Ohio 45202",FDIC_Insured_Banks,POINT (-94.3535739999999 35.434807),-94.353574,35.434807
"636 Ash Flat Drive, Ash Flat, Arkansas 72513",FDIC_Insured_Banks,POINT (-91.6078459999999 36.2260170000001),-91.607846,36.226017
"1900 Fifth Avenue North, Birmingham, Alabama 35203",FDIC_Insured_Banks,POINT (-90.7862689999999 35.2262220000001),-90.786269,35.226222
"71 West Center St, Greenwood, Arkansas 72936",FDIC_Insured_Banks,POINT (-94.2575329999999 35.2124830000001),-94.257533,35.212483
"314 North Spring Street, Searcy, Arkansas 72143",FDIC_Insured_Banks,POINT (-91.6396569999999 35.2710220000001),-91.639657,35.271022
"1325 Harrison Street, Batesville, Arkansas 72501",FDIC_Insured_Banks,POINT (-90.3305549999999 35.6125170000001),-90.330555,35.612517
"301 Shoppingway Boulevard, West Memphis, Arkansas 72301",FDIC_Insured_Banks,POINT (-90.1908929999999 35.1657470000001),-90.190893,35.165747
"1108 Fifth Avenue, San Rafael, California 94901",FDIC_Insured_Banks,POINT (-122.712425 38.4374270000001),-122.712425,38.437427
"425 Walnut Street, Cincinnati, Ohio 45202",FDIC_Insured_Banks,POINT (-121.499463 38.578358),-121.499463,38.578358
"11901 Olive Boulevard, Creve Coeur, Missouri 63141",FDIC_Insured_Banks,POINT (-121.265356 38.744154),-121.265356,38.744154
"121 West Pine Street, Lodi, California 95240",FDIC_Insured_Banks,POINT (-121.274027 38.1342630000001),-121.274027,38.134263
"303 Peachtreet Street, Northeast, Atlanta, Georgia 30308",FDIC_Insured_Banks,POINT (-80.0696819999999 26.4616330000001),-80.069682,26.461633
"101 N. Phillips Avenue, Sioux Falls, South Dakota 57104",FDIC_Insured_Banks,POINT (-81.37692199999989 28.5551610000001),-81.376922,28.555161
"100 North Tryon St, Charlotte, North Carolina 28202",FDIC_Insured_Banks,POINT (-81.5106509999999 28.6731490000001),-81.510651,28.673149
"100 North Tryon St, Charlotte, North Carolina 28202",FDIC_Insured_Banks,POINT (-80.27753299999991 25.822838),-80.277533,25.822838
"127 Public Square, Cleveland, Ohio 44114",FDIC_Insured_Banks,POINT (-116.923486 44.024906),-116.923486,44.024906
"609 North 291 Highway, Lees Summit, Missouri 64086",FDIC_Insured_Banks,POINT (-94.64167499999991 38.9166030000001),-94.641675,38.916603
"701 Minnesota Avenue, Kansas City, Kansas 66101",FDIC_Insured_Banks,POINT (-94.8774559999999 38.5716430000001),-94.877456,38.571643
"101 South Main Street, Mcpherson, Kansas 67460",FDIC_Insured_Banks,POINT (-97.6668769999999 38.3690010000001),-97.666877,38.369001
"609 North 291 Highway, Lees Summit, Missouri 64086",FDIC_Insured_Banks,POINT (-94.92746799999991 38.8110320000001),-94.927468,38.811032
"123 North Cedar Street, Stockton, Kansas 67669",FDIC_Insured_Banks,POINT (-100.002282 39.6103780000001),-100.002282,39.610378
"1 Hancock Plaza, Gulfport, Mississippi 39501",FDIC_Insured_Banks,POINT (-90.7200739999999 29.597834),-90.720074,29.597834
"400 East Thomas Street, Hammond, Louisiana 70401",FDIC_Insured_Banks,POINT (-90.8452929999999 30.8885628200001),-90.845293,30.88856282
"814 Washington Street, Natchitoches, Louisiana 71457",FDIC_Insured_Banks,POINT (-93.0860439999999 31.7639140000001),-93.086044,31.763914
"32460 Bowie Street, White Castle, Louisiana 70788",FDIC_Insured_Banks,POINT (-91.1464409999999 30.1707910000001),-91.146441,30.170791
"1900 Fifth Avenue North, Birmingham, Alabama 35203",FDIC_Insured_Banks,POINT (-90.69597999999991 30.042985),-90.69598,30.042985
"57910 Main Street, Plaquemine, Louisiana 70764",FDIC_Insured_Banks,POINT (-91.23588099999991 30.2912860000001),-91.235881,30.291286
"814 Washington Street, Natchitoches, Louisiana 71457",FDIC_Insured_Banks,POINT (-93.2843609999999 32.328697),-93.284361,32.328697
"10926 Plank Road, Clinton, Louisiana 70722",FDIC_Insured_Banks,POINT (-91.01392899999991 30.8615490000001),-91.013929,30.861549
"372 Saint Peter Street, Saint Paul, Minnesota 55102",FDIC_Insured_Banks,POINT (-93.5800989999999 45.5683040000001),-93.580099,45.568304
"201 West Main Street, Belle Plaine, Minnesota 56011",FDIC_Insured_Banks,POINT (-93.7703919999999 44.6229920000001),-93.770392,44.622992
"815 East Depue, Olivia, Minnesota 56277",FDIC_Insured_Banks,POINT (-95.2120759999999 44.7859070000001),-95.212076,44.785907
"100 S Main St, Sanborn, Minnesota 56083",FDIC_Insured_Banks,POINT (-95.1286939999999 44.2095390000001),-95.128694,44.209539
"101 N. Phillips Avenue, Sioux Falls, South Dakota 57104",FDIC_Insured_Banks,POINT (-94.16462299999991 45.5887250000001),-94.164623,45.588725
"513 Main Street, Ormsby, Minnesota 56162",FDIC_Insured_Banks,POINT (-94.69894099999991 43.848123),-94.698941,43.848123
"600 Minnesota Ave. W, Walker, Minnesota 56484",FDIC_Insured_Banks,POINT (-94.2450079999999 46.3622000000001),-94.245008,46.3622
"12790 First Avenue North, Lindstrom, Minnesota 55045",FDIC_Insured_Banks,POINT (-92.8476119999999 45.3903260000001),-92.847612,45.390326
"230 West Main Street, Arlington, Minnesota 55307",FDIC_Insured_Banks,POINT (-94.0793619999999 44.6072040000001),-94.079362,44.607204
"101 N. Phillips Avenue, Sioux Falls, South Dakota 57104",FDIC_Insured_Banks,POINT (-92.9846559999999 45.276686),-92.984656,45.276686
"116 Central Street West, Lonsdale, Minnesota 55046",FDIC_Insured_Banks,POINT (-93.1910529999999 44.430031),-93.191053,44.430031
"75 North Main Street, Kimball, Minnesota 55353",FDIC_Insured_Banks,POINT (-94.7806129999999 45.1371270000001),-94.780613,45.137127
"425 Walnut Street, Cincinnati, Ohio 45202",FDIC_Insured_Banks,POINT (-93.2277629999999 44.973573),-93.227763,44.973573
"300 South Washington Street, Redwood Falls, Minnesota 56283",FDIC_Insured_Banks,POINT (-95.7243659999999 44.9455710000001),-95.724366,44.945571
"116 Central Street West, Lonsdale, Minnesota 55046",FDIC_Insured_Banks,POINT (-93.4295819999999 44.4806070000001),-93.429582,44.480607
"703 3rd Street, Nicollet, Minnesota 56074",FDIC_Insured_Banks,POINT (-94.21959799999991 44.5531020000001),-94.219598,44.553102
"2010 Minnesota Ave, Benson, Minnesota 56215",FDIC_Insured_Banks,POINT (-95.6103879999999 45.31075),-95.610388,45.31075
"55 First Street Northwest, Clara City, Minnesota 56222",FDIC_Insured_Banks,POINT (-95.36844499999989 44.9555080000001),-95.368445,44.955508
"55 First Street Northwest, Clara City, Minnesota 56222",FDIC_Insured_Banks,POINT (-94.8800429999999 44.9442000000001),-94.880043,44.9442
"425 Walnut Street, Cincinnati, Ohio 45202",FDIC_Insured_Banks,POINT (-95.2644249999999 44.2319760000001),-95.264425,44.231976
"510 Main Street, Sandstone, Minnesota 55072",FDIC_Insured_Banks,POINT (-95.0554419999999 46.9221420000001),-95.055442,46.922142
"101 N. Phillips Avenue, Sioux Falls, South Dakota 57104",FDIC_Insured_Banks,POINT (-94.3145149999999 46.6024570000001),-94.314515,46.602457
"11 North Central Ave., Kensington, Minnesota 56343",FDIC_Insured_Banks,POINT (-95.69492099999989 45.7787390000001),-95.694921,45.778739
"300 South Washington Street, Redwood Falls, Minnesota 56283",FDIC_Insured_Banks,POINT (-95.6186959999999 44.2339390000001),-95.618696,44.233939
"318 N 1st Street, Darwin, Minnesota 55324",FDIC_Insured_Banks,POINT (-94.4102959999999 45.096843),-94.410296,45.096843
"301 Chestnut Street, Chaska, Minnesota 55318",FDIC_Insured_Banks,POINT (-93.6008459999999 44.7864870000001),-93.600846,44.786487
"1200 East First Street, Park Rapids, Minnesota 56470",FDIC_Insured_Banks,POINT (-95.03660099999991 46.9217420000001),-95.036601,46.921742
"122 Main Street, Hinckley, Minnesota 55037",FDIC_Insured_Banks,POINT (-92.94239499999991 46.0156820000001),-92.942395,46.015682
"18255 Highway 45 North, Weston, Missouri 64098",FDIC_Insured_Banks,POINT (-94.8985599999999 39.4222960000001),-94.89856,39.422296
"St Hwy 67 & Sycamore St, Greenville, Missouri 63944",FDIC_Insured_Banks,POINT (-92.1016259999999 37.121763),-92.101626,37.121763
"7800 East Orchard Road Suite 200, Greenwood Village, Colorado 80111",FDIC_Insured_Banks,POINT (-94.87288699999991 40.349181),-94.872887,40.349181
"901 S Business Hwy 61, Bowling Green, Missouri 63334",FDIC_Insured_Banks,POINT (-91.2059019999999 39.3476640000001),-91.205902,39.347664
"1513 North Missouri Street, Macon, Missouri 63552",FDIC_Insured_Banks,POINT (-91.7346719999999 39.6543830000001),-91.734672,39.654383
"720 East Broadway Street, Columbia, Missouri 65201",FDIC_Insured_Banks,POINT (-92.2805859999999 39.2347080000001),-92.280586,39.234708
"425 Walnut Street, Cincinnati, Ohio 45202",FDIC_Insured_Banks,POINT (-89.5809219999999 36.8843610000001),-89.580922,36.884361
"1000 Walnut Street, Kansas City, Missouri 64106",FDIC_Insured_Banks,POINT (-90.3401429999999 38.650383),-90.340143,38.650383
"101 South Main Street, Charleston, Missouri 63834",FDIC_Insured_Banks,POINT (-89.3501009999999 36.9232720000001),-89.350101,36.923272
"2050 Bluff Street, Fulton, Missouri 65251",FDIC_Insured_Banks,POINT (-91.94375699999991 38.8699700000001),-91.943757,38.86997
"1100 Branch Street, Platte City, Missouri 64079",FDIC_Insured_Banks,POINT (-94.8303709999999 39.9415880000001),-94.830371,39.941588
"555 South 19th Street, Blair, Nebraska 68008",FDIC_Insured_Banks,POINT (-96.34867199999989 41.4525760000001),-96.348672,41.452576
"423 Grand Avenue, Ravenna, Nebraska 68869",FDIC_Insured_Banks,POINT (-98.9126709999999 41.026554),-98.912671,41.026554
"14 La Barre, Gibbon, Nebraska 68840",FDIC_Insured_Banks,POINT (-98.8455219999999 40.7488390000001),-98.845522,40.748839
"295 Center Ave., Ashton, Nebraska 68817",FDIC_Insured_Banks,POINT (-98.79396800000001 41.2481050000001),-98.793968,41.248105
"379 Main Street, Unadilla, Nebraska 68454",FDIC_Insured_Banks,POINT (-96.27234299999991 40.6814370000001),-96.272343,40.681437
"3331 N 204th Street, Elkhorn, Nebraska 68022",FDIC_Insured_Banks,POINT (-96.2343309999999 41.2885250000001),-96.234331,41.288525
"101 N. Phillips Avenue, Sioux Falls, South Dakota 57104",FDIC_Insured_Banks,POINT (-99.0820819999999 40.6966140000001),-99.082082,40.696614
"101 N. Phillips Avenue, Sioux Falls, South Dakota 57104",FDIC_Insured_Banks,POINT (-96.6537669999999 40.8356810000001),-96.653767,40.835681
"100 North Tryon St, Charlotte, North Carolina 28202",FDIC_Insured_Banks,POINT (-72.6591369999999 40.9356040000001),-72.659137,40.935604
"One M And T Plaza, Buffalo, New York 14203",FDIC_Insured_Banks,POINT (-78.18834799999991 43.0683780000001),-78.188348,43.068378
"One M And T Plaza, Buffalo, New York 14203",FDIC_Insured_Banks,POINT (-78.3887239999999 43.3210980000001),-78.388724,43.321098
"12 South Main Street, Holland, New York 14080",FDIC_Insured_Banks,POINT (-78.5414259999999 42.640854),-78.541426,42.640854
"728 Broad Street, Chattanooga, Tennessee 37402",FDIC_Insured_Banks,POINT (-84.17925199999991 36.3319880000001),-84.179252,36.331988
"104 Main Street, Bells, Tennessee 38006",FDIC_Insured_Banks,POINT (-89.0856569999999 35.709233),-89.085657,35.709233
"209 Troy Street, Tupelo, Mississippi 38801",FDIC_Insured_Banks,POINT (-89.08713999999991 35.7107270000001),-89.08714,35.710727
"165 Madison Avenue, Memphis, Tennessee 38101",FDIC_Insured_Banks,POINT (-86.4617139999999 36.3817660000001),-86.461714,36.381766
"501 Main Street, Pine Bluff, Arkansas 71611",FDIC_Insured_Banks,POINT (-84.2952269999999 35.3634210000001),-84.295227,35.363421
"816 South Garden Street, Columbia, Tennessee 38401",FDIC_Insured_Banks,POINT (-86.7767419999999 35.450902),-86.776742,35.450902
"1203 Hillsboro Boulevard, Manchester, Tennessee 37355",FDIC_Insured_Banks,POINT (-86.07553299999999 35.471573),-86.075533,35.471573
"611 East College St, Dickson, Tennessee 37055",FDIC_Insured_Banks,POINT (-87.7964549999999 36.083423),-87.796455,36.083423
"501 Main Street, Pine Bluff, Arkansas 71611",FDIC_Insured_Banks,POINT (-89.0579399999999 36.423187),-89.05794,36.423187
"110 South Main Street, Dyer, Tennessee 38330",FDIC_Insured_Banks,POINT (-88.9938209999999 36.0666650000001),-88.993821,36.066665
"400 Highway 52 Bypass West, Lafayette, Tennessee 37083",FDIC_Insured_Banks,POINT (-85.9522089999999 36.2501490000001),-85.952209,36.250149
"2324 Highway 64 East, Frankewing, Tennessee 38459",FDIC_Insured_Banks,POINT (-86.8490619999999 35.19291),-86.849062,35.19291
"1900 Fifth Avenue North, Birmingham, Alabama 35203",FDIC_Insured_Banks,POINT (-86.7121629999999 36.322388),-86.712163,36.322388
"816 South Garden Street, Columbia, Tennessee 38401",FDIC_Insured_Banks,POINT (-87.0356949999999 35.6142050000001),-87.035695,35.614205
"425 Walnut Street, Cincinnati, Ohio 45202",FDIC_Insured_Banks,POINT (-83.1857949999999 35.9676240000001),-83.185795,35.967624
"101 N. Phillips Avenue, Sioux Falls, South Dakota 57104",FDIC_Insured_Banks,POINT (-99.50663900000001 27.5063900000001),-99.506639,27.50639
"731 W. Leona, Dilley, Texas 78017",FDIC_Insured_Banks,POINT (-99.17873999999991 28.6691270000001),-99.17874,28.669127
"623 W. 38th Street, Austin, Texas 78705",FDIC_Insured_Banks,POINT (-97.65722699999991 31.9232590000001),-97.657227,31.923259
"5999 Delaware Street, Beaumont, Texas 77706",FDIC_Insured_Banks,POINT (-95.0699849999999 29.9166170000001),-95.069985,29.916617
"101 N. Phillips Avenue, Sioux Falls, South Dakota 57104",FDIC_Insured_Banks,POINT (-97.45113599999991 29.5191160000001),-97.451136,29.519116
"1000 North Oak Street, Pearsall, Texas 78061",FDIC_Insured_Banks,POINT (-99.0929229999999 28.8994410000001),-99.092923,28.899441
"127 Public Square, Cleveland, Ohio 44114",FDIC_Insured_Banks,POINT (-122.20414554 47.0981769100001),-122.20414554,47.09817691
"200 North Adams Street, Green Bay, Wisconsin 54301",FDIC_Insured_Banks,POINT (-87.90835299999991 43.0386770000001),-87.908353,43.038677
"620 Main Street, La Crosse, Wisconsin 54601",FDIC_Insured_Banks,POINT (-91.2471409999999 43.8116120000001),-91.247141,43.811612
"200 North Adams Street, Green Bay, Wisconsin 54301",FDIC_Insured_Banks,POINT (-89.5268259999999 43.3141600000001),-89.526826,43.31416
"1111 Polaris Parkway, Columbus, Ohio 43240",FDIC_Insured_Banks,POINT (-89.0683189999999 42.8346570000001),-89.068319,42.834657
"84 N. Bridge Street, Markesan, Wisconsin 53946",FDIC_Insured_Banks,POINT (-88.9875339999999 43.70788),-88.987534,43.70788
"1 Main Street, Evansville, Indiana 47708",FDIC_Insured_Banks,POINT (-90.9377369999999 44.9600840000001),-90.937737,44.960084
"49 Commons Loop, Kalispell, Montana 59901",FDIC_Insured_Banks,POINT (-111.033732 45.679292),-111.033732,45.679292
"One Mississippi Plaza, Tupelo, Mississippi 38804",FDIC_Insured_Banks,POINT (-91.7465889999999 34.783509),-91.746589,34.783509
"Second And Jefferson Streets, De Witt, Arkansas 72042",FDIC_Insured_Banks,POINT (-91.3376109999999 34.2931840000001),-91.337611,34.293184
"528 East Merriman Avenue, Wynne, Arkansas 72396",FDIC_Insured_Banks,POINT (-91.1999149999999 35.2572680000001),-91.199915,35.257268
